model_id,org_id,model_type,params_B,parameter_group
LordNoah/Alpaca_refine_gpt2_e0_se1,LordNoah,Fine-tuned,,Unknown
LordNoah/Alpaca_refine_gpt2_e1_se0,LordNoah,Fine-tuned,,Unknown
LordNoah/Alpaca_refine_tuned_gpt2_large,LordNoah,Fine-tuned,,Unknown
LordNoah/Alpaca_spin_gpt2_e0_se1,LordNoah,Fine-tuned,,Unknown
LordNoah/Alpaca_spin_gpt2_e1_se0,LordNoah,Fine-tuned,,Unknown
LordNoah/Alpaca_spin_tuned_gpt2_large,LordNoah,Fine-tuned,,Unknown
LordNoah/latent_gpt2_medium_alpaca_e2,LordNoah,Fine-tuned,,Unknown
LordNoah/latent_gpt2_medium_alpaca_e3,LordNoah,Fine-tuned,,Unknown
LordNoah/latent_gpt2_medium_alpaca_e4,LordNoah,Fine-tuned,,Unknown
LordNoah/spin_gpt2_medium_alpaca_e2,LordNoah,Fine-tuned,,Unknown
LordNoah/spin_gpt2_medium_alpaca_e3,LordNoah,Fine-tuned,,Unknown
LoupGarou/WizardCoder-Guanaco-15B-V1.0,LoupGarou,Fine-tuned,15.0,15–<40B
LoupGarou/WizardCoder-Guanaco-15B-V1.1,LoupGarou,Fine-tuned,15.0,15–<40B
Lvxy1117/amber_fine_tune_001,Lvxy1117,Fine-tuned,6.0,3–<7B
Lvxy1117/amber_fine_tune_ori,Lvxy1117,Fine-tuned,6.0,3–<7B
Lvxy1117/amber_fine_tune_sg_part1,Lvxy1117,Fine-tuned,6.0,3–<7B
Lvxy1117/amber_fine_tune_sgall,Lvxy1117,Fine-tuned,6.0,3–<7B
M4-ai/Hercules-Mini-1.8B,M4-ai,Chat/post-trained,1.0,<3B
M4-ai/Hercules-Qwen1.5-14B,M4-ai,Chat/post-trained,14.0,7–<15B
M4-ai/NeuralReyna-Mini-1.8B-v0.2,M4-ai,Chat/post-trained,1.0,<3B
M4-ai/NeuralReyna-Mini-1.8B-v0.3,M4-ai,Chat/post-trained,1.0,<3B
M4-ai/Orca-2.0-Tau-1.8B,M4-ai,Chat/post-trained,1.0,<3B
M4-ai/TinyMistral-6x248M-Instruct,M4-ai,Chat/post-trained,1.0,<3B
M4-ai/neural-chat-mini-v2.2-1.8B,M4-ai,Chat/post-trained,1.0,<3B
M4-ai/tau-0.5B,M4-ai,Fine-tuned,,Unknown
M4-ai/tau-0.5B-instruct-DPOP,M4-ai,Chat/post-trained,,Unknown
M4-ai/tau-1.8B,M4-ai,Continually pretrained,1.0,<3B
MAISAAI/gemma-2b-coder,MAISAAI,Fine-tuned,2.0,<3B
MBZUAI/LaMini-GPT-1.5B,MBZUAI,Fine-tuned,1.0,<3B
MBZUAI/lamini-cerebras-1.3b,MBZUAI,Fine-tuned,1.0,<3B
MBZUAI/lamini-cerebras-111m,MBZUAI,Fine-tuned,,Unknown
MBZUAI/lamini-cerebras-256m,MBZUAI,Fine-tuned,,Unknown
MBZUAI/lamini-neo-125m,MBZUAI,Fine-tuned,,Unknown
MRAIRR/mini_7B_dare_v1,MRAIRR,Chat/post-trained,7.0,7–<15B
MSL7/INEX12-7b,MSL7,Chat/post-trained,7.0,7–<15B
MSL7/INEX16-7b,MSL7,Fine-tuned,7.0,7–<15B
MSL7/INEX4-7b,MSL7,Fine-tuned,7.0,7–<15B
MSL7/INEX8-7B,MSL7,Chat/post-trained,7.0,7–<15B
MSL7/Liph.42-slerp,MSL7,Fine-tuned,2.0,<3B
MTSAIR/MultiVerse_70B,MTSAIR,Fine-tuned,72.0,≥40B
MTSAIR/multi_verse_model,MTSAIR,Fine-tuned,7.0,7–<15B
ManniX-ITA/Starling-LM-7B-beta-LaserRMT-v1,ManniX-ITA,Fine-tuned,7.0,7–<15B
Manolo26/metis-chat-instruct-7b,Manolo26,Fine-tuned,7.0,7–<15B
MatthieuJ/ING_Triomphant_M2_SLERP,MatthieuJ,Merged,7.0,7–<15B
MayaPH/FinOPT-Franklin,MayaPH,Fine-tuned,1.0,<3B
MayaPH/FinOPT-Lincoln,MayaPH,Fine-tuned,,Unknown
MayaPH/FinOPT-Washington,MayaPH,Fine-tuned,,Unknown
MayaPH/GodziLLa-30B,MayaPH,Fine-tuned,30.0,15–<40B
MayaPH/GodziLLa-30B-plus,MayaPH,Unknown,,Unknown
MayaPH/GodziLLa2-70B,MayaPH,Chat/post-trained,68.0,≥40B
MaziyarPanahi/Bioxtral-4x7B-v0.1,MaziyarPanahi,Fine-tuned,24.0,15–<40B
MaziyarPanahi/Calme-12B-Instruct-v0.1,MaziyarPanahi,Fine-tuned,12.0,7–<15B
MaziyarPanahi/Calme-4x7B-MoE-v0.1,MaziyarPanahi,Fine-tuned,24.0,15–<40B
MaziyarPanahi/Calme-4x7B-MoE-v0.2,MaziyarPanahi,Fine-tuned,24.0,15–<40B
MaziyarPanahi/Calme-7B-Instruct-v0.1,MaziyarPanahi,Fine-tuned,7.0,7–<15B
MaziyarPanahi/Calme-7B-Instruct-v0.1.1,MaziyarPanahi,Fine-tuned,7.0,7–<15B
MaziyarPanahi/Calme-7B-Instruct-v0.2,MaziyarPanahi,Fine-tuned,7.0,7–<15B
MaziyarPanahi/Calme-7B-Instruct-v0.3,MaziyarPanahi,Fine-tuned,7.0,7–<15B
MaziyarPanahi/Calme-7B-Instruct-v0.4,MaziyarPanahi,Fine-tuned,7.0,7–<15B
MaziyarPanahi/Calme-7B-Instruct-v0.5,MaziyarPanahi,Fine-tuned,7.0,7–<15B
MaziyarPanahi/Calme-7B-Instruct-v0.9,MaziyarPanahi,Fine-tuned,7.0,7–<15B
MaziyarPanahi/Experiment26Yam_Ognoexperiment27Multi_verse_model,MaziyarPanahi,Fine-tuned,7.0,7–<15B
MaziyarPanahi/Experiment26Yamshadow_Ognoexperiment27Multi_verse_model,MaziyarPanahi,Fine-tuned,7.0,7–<15B
MaziyarPanahi/Franken-MoE-18B-v0.1,MaziyarPanahi,Fine-tuned,18.0,15–<40B
MaziyarPanahi/Goku-8x22B-v0.1,MaziyarPanahi,Fine-tuned,140.0,≥40B
MaziyarPanahi/Llama-3-11B-Instruct-v0.1,MaziyarPanahi,Fine-tuned,11.0,7–<15B
MaziyarPanahi/Llama-3-70B-Instruct-DPO-v0.1,MaziyarPanahi,Chat/post-trained,70.0,≥40B
MaziyarPanahi/Llama-3-70B-Instruct-DPO-v0.2,MaziyarPanahi,Chat/post-trained,70.0,≥40B
MaziyarPanahi/Llama-3-70B-Instruct-DPO-v0.3,MaziyarPanahi,Chat/post-trained,70.0,≥40B
MaziyarPanahi/Llama-3-70B-Instruct-DPO-v0.4,MaziyarPanahi,Chat/post-trained,70.0,≥40B
MaziyarPanahi/Llama-3-8B-Instruct-DPO-v0.1,MaziyarPanahi,Fine-tuned,8.0,7–<15B
MaziyarPanahi/Llama-3-8B-Instruct-DPO-v0.2,MaziyarPanahi,Chat/post-trained,8.0,7–<15B
MaziyarPanahi/Llama-3-8B-Instruct-DPO-v0.3,MaziyarPanahi,Chat/post-trained,8.0,7–<15B
MaziyarPanahi/Llama-3-8B-Instruct-DPO-v0.4,MaziyarPanahi,Chat/post-trained,8.0,7–<15B
MaziyarPanahi/Llama-3-8B-Instruct-v0.1,MaziyarPanahi,Chat/post-trained,8.0,7–<15B
MaziyarPanahi/Llama-3-8B-Instruct-v0.2,MaziyarPanahi,Chat/post-trained,8.0,7–<15B
MaziyarPanahi/Llama-3-8B-Instruct-v0.3,MaziyarPanahi,Chat/post-trained,8.0,7–<15B
MaziyarPanahi/Llama-3-8B-Instruct-v0.4,MaziyarPanahi,Chat/post-trained,8.0,7–<15B
MaziyarPanahi/Llama-3-8B-Instruct-v0.5,MaziyarPanahi,Chat/post-trained,8.0,7–<15B
MaziyarPanahi/Llama-3-8B-Instruct-v0.7,MaziyarPanahi,Chat/post-trained,8.0,7–<15B
MaziyarPanahi/Llama-3-8B-Instruct-v0.8,MaziyarPanahi,Chat/post-trained,8.0,7–<15B
MaziyarPanahi/Llama-3-8B-Instruct-v0.9,MaziyarPanahi,Chat/post-trained,8.0,7–<15B
MaziyarPanahi/M7Yamshadowexperiment28_Experiment26T3q,MaziyarPanahi,Fine-tuned,7.0,7–<15B
MaziyarPanahi/M7Yamshadowexperiment28_Strangemerges_30Experiment26,MaziyarPanahi,Fine-tuned,7.0,7–<15B
MaziyarPanahi/MeliodasPercival_01_Experiment26T3q,MaziyarPanahi,Fine-tuned,7.0,7–<15B
MaziyarPanahi/Mistral-7B-Alpaca-52k-v0.1,MaziyarPanahi,Fine-tuned,7.0,7–<15B
MaziyarPanahi/Mistral-7B-Instruct-Aya-101,MaziyarPanahi,Fine-tuned,7.0,7–<15B
MaziyarPanahi/Mistral-7B-Instruct-KhanAcademy-v0.2,MaziyarPanahi,Fine-tuned,7.0,7–<15B
MaziyarPanahi/Mistral-7B-Instruct-v0.3,MaziyarPanahi,Fine-tuned,7.0,7–<15B
MaziyarPanahi/Mistral-7B-v0.3,MaziyarPanahi,Fine-tuned,7.0,7–<15B
MaziyarPanahi/Phi-3-mini-4k-instruct-v0.1,MaziyarPanahi,Chat/post-trained,3.0,3–<7B
MaziyarPanahi/Phi-3-mini-4k-instruct-v0.2,MaziyarPanahi,Fine-tuned,3.0,3–<7B
MaziyarPanahi/Phi-3-mini-4k-instruct-v0.3,MaziyarPanahi,Chat/post-trained,3.0,3–<7B
MaziyarPanahi/Qwen1.5-8x7b-v0.1,MaziyarPanahi,Merged,38.0,15–<40B
MaziyarPanahi/TheTop-5x7B-Instruct-D-v0.1,MaziyarPanahi,Fine-tuned,7.0,7–<15B
MaziyarPanahi/TheTop-5x7B-Instruct-P-v0.1,MaziyarPanahi,Fine-tuned,14.0,7–<15B
MaziyarPanahi/TheTop-5x7B-Instruct-S2-v0.1,MaziyarPanahi,Fine-tuned,7.0,7–<15B
MaziyarPanahi/TheTop-5x7B-Instruct-S3-v0.1,MaziyarPanahi,Fine-tuned,7.0,7–<15B
MaziyarPanahi/TheTop-5x7B-Instruct-S4-v0.1,MaziyarPanahi,Fine-tuned,7.0,7–<15B
MaziyarPanahi/TheTop-5x7B-Instruct-S5-v0.1,MaziyarPanahi,Fine-tuned,7.0,7–<15B
MaziyarPanahi/TheTop-5x7B-Instruct-T-v0.1,MaziyarPanahi,Fine-tuned,7.0,7–<15B
MaziyarPanahi/Topxtral-4x7B-v0.1,MaziyarPanahi,Fine-tuned,18.0,15–<40B
MaziyarPanahi/UNA-34Beagles-32K-bf16-v1-GPTQ,MaziyarPanahi,Fine-tuned,43.0,≥40B
MaziyarPanahi/WizardLM-Math-70B-TIES-v0.1,MaziyarPanahi,Fine-tuned,68.0,≥40B
MaziyarPanahi/WizardLM-Math-70B-v0.1,MaziyarPanahi,Fine-tuned,68.0,≥40B
MaziyarPanahi/YamshadowInex12_Experiment26T3q,MaziyarPanahi,Fine-tuned,7.0,7–<15B
MaziyarPanahi/YamshadowInex12_Multi_verse_modelExperiment28,MaziyarPanahi,Fine-tuned,7.0,7–<15B
MaziyarPanahi/YamshadowStrangemerges_32_Experiment24Ognoexperiment27,MaziyarPanahi,Fine-tuned,7.0,7–<15B
MaziyarPanahi/Yarn-Mistral-7b-64k-Mistral-7B-Instruct-v0.1,MaziyarPanahi,Fine-tuned,7.0,7–<15B
MaziyarPanahi/gemma-7b-alpaca-52k-v0.1,MaziyarPanahi,Fine-tuned,8.0,7–<15B
MaziyarPanahi/phi-2-logical-sft,MaziyarPanahi,Fine-tuned,2.0,<3B
MediaTek-Research/Breeze-7B-Instruct-v1_0,MediaTek-Research,Fine-tuned,7.0,7–<15B
Medilora/medilora-mistral-7b,Medilora,Fine-tuned,7.0,7–<15B
Medilora/medilora-qwen-14b,Medilora,Fine-tuned,14.0,7–<15B
Menouar/gemma-2b-chat,Menouar,Fine-tuned,2.0,<3B
Menouar/gemma-2b-chat-ultra,Menouar,Fine-tuned,2.0,<3B
Menouar/phi-2-basic-maths,Menouar,Fine-tuned,,Unknown
Menouar/saqr-7b-beta,Menouar,Fine-tuned,7.0,7–<15B
Menouar/saqr-7b-merged,Menouar,Fine-tuned,6.0,3–<7B
MetaIX/GPT4-X-Alpasta-30b,MetaIX,Fine-tuned,30.0,15–<40B
MexIvanov/zephyr-python-ru,MexIvanov,Chat/post-trained,,Unknown
MexIvanov/zephyr-python-ru-merged,MexIvanov,Fine-tuned,7.0,7–<15B
Mihaiii/Bucharest-0.1,Mihaiii,Fine-tuned,10.0,7–<15B
Mihaiii/Bucharest-0.2,Mihaiii,Fine-tuned,10.0,7–<15B
Mihaiii/Bucharest-0.3,Mihaiii,Fine-tuned,10.0,7–<15B
Mihaiii/Cluj-Napoca-0.2,Mihaiii,Fine-tuned,25.0,15–<40B
Mihaiii/Cluj-Napoca-0.3,Mihaiii,Fine-tuned,25.0,15–<40B
Mihaiii/Covasna-0.1,Mihaiii,Fine-tuned,41.0,≥40B
Mihaiii/Llama-3-pruned-45B-Drobeta-Turnu-Severin,Mihaiii,Fine-tuned,44.0,≥40B
Mihaiii/Metis-0.1,Mihaiii,Chat/post-trained,7.0,7–<15B
Mihaiii/Metis-0.3,Mihaiii,Chat/post-trained,7.0,7–<15B
Mihaiii/Metis-0.3-merged,Mihaiii,Chat/post-trained,7.0,7–<15B
Mihaiii/Metis-0.4,Mihaiii,Chat/post-trained,7.0,7–<15B
Mihaiii/Metis-0.5,Mihaiii,Chat/post-trained,7.0,7–<15B
Mihaiii/Pallas-0.2,Mihaiii,Chat/post-trained,34.0,15–<40B
Mihaiii/Pallas-0.3,Mihaiii,Chat/post-trained,34.0,15–<40B
Mihaiii/Pallas-0.4,Mihaiii,Chat/post-trained,34.0,15–<40B
Mihaiii/Pallas-0.5,Mihaiii,Chat/post-trained,34.0,15–<40B
Mihaiii/Pallas-0.5-LASER-0.1,Mihaiii,Fine-tuned,,Unknown
Mihaiii/Pallas-0.5-LASER-0.2,Mihaiii,Fine-tuned,34.0,15–<40B
Mihaiii/Pallas-0.5-LASER-0.3,Mihaiii,Fine-tuned,34.0,15–<40B
Mihaiii/Pallas-0.5-LASER-0.4,Mihaiii,Fine-tuned,34.0,15–<40B
Mihaiii/Pallas-0.5-LASER-0.5,Mihaiii,Fine-tuned,34.0,15–<40B
Mihaiii/Pallas-0.5-LASER-0.6,Mihaiii,Fine-tuned,34.0,15–<40B
Mihaiii/Pallas-0.5-LASER-exp2-0.1,Mihaiii,Fine-tuned,34.0,15–<40B
Mihaiii/Pallas-0.5-frankenmerge,Mihaiii,Fine-tuned,36.0,15–<40B
Mihaiii/dolphin-2.6-mistral-7b-dpo-5.93B,Mihaiii,Chat/post-trained,5.0,3–<7B
Mikael110/llama-2-13b-guanaco-fp16,Mikael110,Fine-tuned,13.0,7–<15B
Mikael110/llama-2-7b-guanaco-fp16,Mikael110,Fine-tuned,7.0,7–<15B
Mikivis/gpt2-large-lora-sft,Mikivis,Fine-tuned,,Unknown
Mikivis/gpt2-large-lora-sft1,Mikivis,Fine-tuned,,Unknown
Mikivis/gpt2-large-lora-sft2,Mikivis,Fine-tuned,,Unknown
Mikivis/gpt2-large-lora-stf4,Mikivis,Fine-tuned,,Unknown
Mikivis/xuanxuan,Mikivis,Fine-tuned,,Unknown
Minami-su/IA_14B,Minami-su,Fine-tuned,14.0,7–<15B
Minami-su/Qwen1.5-0.5B-Chat_llamafy,Minami-su,Fine-tuned,,Unknown
Minami-su/Qwen1.5-0.5B-Chat_mistral,Minami-su,Fine-tuned,,Unknown
Minami-su/Qwen1.5-7B-Chat_llamafy,Minami-su,Chat/post-trained,7.0,7–<15B
Minami-su/Qwen1.5-7B-Chat_mistral,Minami-su,Fine-tuned,7.0,7–<15B
Minami-su/roleplay_alpaca_llama_lora,Minami-su,Fine-tuned,,Unknown
MiniMoog/Mergerix-7b-v0.1,MiniMoog,Fine-tuned,7.0,7–<15B
MiniMoog/Mergerix-7b-v0.2,MiniMoog,Fine-tuned,7.0,7–<15B
MiniMoog/Mergerix-7b-v0.3,MiniMoog,Fine-tuned,7.0,7–<15B
MiniMoog/Mergerix-7b-v0.4,MiniMoog,Merged,7.0,7–<15B
MiniMoog/Mergerix-7b-v0.5,MiniMoog,Fine-tuned,7.0,7–<15B
Minirecord/Mini_DPO_test02,Minirecord,Chat/post-trained,7.0,7–<15B
MisterRid/Llama-3-8B-SaulGoodMan,MisterRid,Fine-tuned,8.0,7–<15B
MisterRid/saulgoodman-2x7b-alpha1,MisterRid,Fine-tuned,7.0,7–<15B
MisterRid/saulgoodman-7b-alpha1,MisterRid,Fine-tuned,7.0,7–<15B
MisterRid/wendigo-14b-alpha1,MisterRid,Fine-tuned,14.0,7–<15B
MisterRid/wendigo-14b-alpha2,MisterRid,Fine-tuned,14.0,7–<15B
MisterRid/wendigo-14b-alpha3,MisterRid,Fine-tuned,14.0,7–<15B
MisterRid/wendigo-14b-alpha4,MisterRid,Fine-tuned,14.0,7–<15B
MoaData/Myrrh_solar_10.7b_3.0,MoaData,Fine-tuned,10.0,7–<15B
Mohammed-Altaf/Medical-ChatBot,Mohammed-Altaf,Fine-tuned,,Unknown
Mollel/Swahili-Alpaca-Llama-3-8b_16bit,Mollel,Fine-tuned,8.0,7–<15B
Mollel/Swahili_Gemma,Mollel,Fine-tuned,,Unknown
Mollel/swahili-Instruct-llama-2-7b,Mollel,Continually pretrained,7.0,7–<15B
Monero/Manticore-13b-Chat-Pyg-Guanaco,Monero,Unknown,,Unknown
Monero/WizardLM-13b-OpenAssistant-Uncensored,Monero,Fine-tuned,13.0,7–<15B
Monero/WizardLM-30B-Uncensored-Guanaco-SuperCOT-30b,Monero,Unknown,,Unknown
Monero/WizardLM-Uncensored-SuperCOT-StoryTelling-30b,Monero,Unknown,,Unknown
MoxoffSpA/Azzurro,MoxoffSpA,Fine-tuned,7.0,7–<15B
MoxoffSpA/Volare,MoxoffSpA,Fine-tuned,8.0,7–<15B
Mr-Bhaskar/FBt,Mr-Bhaskar,Fine-tuned,,Unknown
Mr-Bhaskar/FusionBot,Mr-Bhaskar,Fine-tuned,6.0,3–<7B
Mr-Bhaskar/fbt-gemma-7b,Mr-Bhaskar,Fine-tuned,7.0,7–<15B
Mr-Bhaskar/fbt-llama-8b-inst,Mr-Bhaskar,Fine-tuned,8.0,7–<15B
Mr-Bhaskar/fbt-llama3-8b,Mr-Bhaskar,Fine-tuned,8.0,7–<15B
Mr-Bhaskar/fbt-mistral-7b,Mr-Bhaskar,Fine-tuned,7.0,7–<15B
MrNJK/gpt2-xl-sft,MrNJK,Fine-tuned,,Unknown
Muhammad2003/Llama3-8B-OpenHermes-DPO,Muhammad2003,Fine-tuned,8.0,7–<15B
Muhammad2003/Myriad-7B-Slerp,Muhammad2003,Fine-tuned,7.0,7–<15B
Muhammad2003/OrpoLlama3-8B,Muhammad2003,Fine-tuned,8.0,7–<15B
Muhammad2003/TriMistral-7B-DARETIES,Muhammad2003,Merged,7.0,7–<15B
Muhammad2003/TriMistral-7B-MODELSTOCK,Muhammad2003,Fine-tuned,7.0,7–<15B
Muhammad2003/TriMistral-7B-SLERP,Muhammad2003,Merged,7.0,7–<15B
Muhammad2003/TriMistral-7B-TIES,Muhammad2003,Merged,7.0,7–<15B
MysteriousAI/Mia-001,MysteriousAI,Fine-tuned,,Unknown
MysteriousAI/Mia-1B,MysteriousAI,Fine-tuned,1.0,<3B
N8Programs/Thestral-v0.2,N8Programs,Fine-tuned,7.0,7–<15B
NECOUDBFM/Jellyfish,NECOUDBFM,Fine-tuned,,Unknown
NExtNewChattingAI/Mutliverse_model_official,NExtNewChattingAI,Continually pretrained,7.0,7–<15B
NExtNewChattingAI/shark_tank_ai_7_b,NExtNewChattingAI,Chat/post-trained,7.0,7–<15B
NExtNewChattingAI/shark_tank_ai_7b_v2,NExtNewChattingAI,Chat/post-trained,7.0,7–<15B
NLPark/AnFeng_v3_Avocet,NLPark,Chat/post-trained,34.0,15–<40B
NLPark/Test1_SLIDE,NLPark,Chat/post-trained,8.0,7–<15B
NLPinas/yi-bagel-2x34b,NLPinas,Merged,34.0,15–<40B
NLPinas/yi-bagel-2x34b-moe,NLPinas,Chat/post-trained,34.0,15–<40B
NLUHOPOE/Mistral-7B-attention-100000,NLUHOPOE,Fine-tuned,7.0,7–<15B
NLUHOPOE/Mistral-7B-length-100000,NLUHOPOE,Fine-tuned,7.0,7–<15B
NLUHOPOE/Mistral-7B-loss-100000,NLUHOPOE,Fine-tuned,7.0,7–<15B
NLUHOPOE/Mistral-7B-random-100000,NLUHOPOE,Fine-tuned,7.0,7–<15B
NLUHOPOE/experiment2-cause,NLUHOPOE,Fine-tuned,,Unknown
NLUHOPOE/experiment2-cause-non,NLUHOPOE,Fine-tuned,,Unknown
NLUHOPOE/experiment2-cause-non-qLoRa,NLUHOPOE,Fine-tuned,,Unknown
NLUHOPOE/experiment2-cause-qLoRa,NLUHOPOE,Fine-tuned,,Unknown
NLUHOPOE/test-case-0,NLUHOPOE,Fine-tuned,7.0,7–<15B
NLUHOPOE/test-case-1,NLUHOPOE,Fine-tuned,7.0,7–<15B
NLUHOPOE/test-case-2,NLUHOPOE,Fine-tuned,7.0,7–<15B
NLUHOPOE/test-case-3,NLUHOPOE,Fine-tuned,7.0,7–<15B
NLUHOPOE/test-case-5,NLUHOPOE,Fine-tuned,7.0,7–<15B
NLUHOPOE/test-case-6,NLUHOPOE,Fine-tuned,7.0,7–<15B
NTQAI/Nxcode-CQ-7B-orpo,NTQAI,Chat/post-trained,7.0,7–<15B
NYTK/PULI-GPTrio,NYTK,Pretrained,,Unknown
NYTK/PULI-LlumiX-32K,NYTK,Continually pretrained,6.0,3–<7B
NbAiLab/nb-gpt-j-6B-alpaca,NbAiLab,Unknown,,Unknown
Neko-Institute-of-Science/metharme-7b,Neko-Institute-of-Science,Fine-tuned,6.0,3–<7B
Neko-Institute-of-Science/pygmalion-7b,Neko-Institute-of-Science,Fine-tuned,6.0,3–<7B
NekoPunchBBB/Llama-2-13b-hf_Open-Platypus,NekoPunchBBB,Fine-tuned,12.0,7–<15B
NekoPunchBBB/Llama-2-13b-hf_Open-Platypus-8bit-att,NekoPunchBBB,Fine-tuned,13.0,7–<15B
NekoPunchBBB/Llama-2-13b-hf_Open-Platypus-QLoRA-multigpu,NekoPunchBBB,Fine-tuned,13.0,7–<15B
Nekochu/Confluence-Renegade-7B,Nekochu,Merged,7.0,7–<15B
Nekochu/Llama-2-13B-German-ORPO,Nekochu,Chat/post-trained,13.0,7–<15B
Nekochu/Luminia-13B-v3,Nekochu,Fine-tuned,13.0,7–<15B
NeuralNovel/Aeryth-7B-v0.1,NeuralNovel,Fine-tuned,7.0,7–<15B
NeuralNovel/Confinus-2x7B,NeuralNovel,Merged,12.0,7–<15B
NeuralNovel/Ember-7B-v0.1,NeuralNovel,Fine-tuned,7.0,7–<15B
NeuralNovel/Gecko-7B-v0.1,NeuralNovel,Fine-tuned,7.0,7–<15B
NeuralNovel/Gecko-7B-v0.1-DPO,NeuralNovel,Fine-tuned,7.0,7–<15B
NeuralNovel/Ignis-7B-DPO,NeuralNovel,Chat/post-trained,7.0,7–<15B
NeuralNovel/Ignis-7B-DPO-Laser,NeuralNovel,Chat/post-trained,7.0,7–<15B
NeuralNovel/Mini-Mixtral-v0.2,NeuralNovel,Merged,12.0,7–<15B
NeuralNovel/Mistral-7B-Instruct-v0.2-Neural-Story,NeuralNovel,Fine-tuned,7.0,7–<15B
NeuralNovel/Neural-Llama-3,NeuralNovel,Fine-tuned,8.0,7–<15B
NeuralNovel/Panda-7B-v0.1,NeuralNovel,Fine-tuned,7.0,7–<15B
NeuralNovel/Pigris-7b-v0.3,NeuralNovel,Fine-tuned,7.0,7–<15B
NeuralNovel/Pigris-7b-v0.4,NeuralNovel,Fine-tuned,7.0,7–<15B
NeuralNovel/Senzu-7B-v0.1,NeuralNovel,Chat/post-trained,7.0,7–<15B
NeuralNovel/Senzu-7B-v0.1-DPO,NeuralNovel,Chat/post-trained,7.0,7–<15B
NeuralNovel/Tanuki-7B-v0.1,NeuralNovel,Fine-tuned,7.0,7–<15B
NeuralNovel/Tiger-7b-v0.1,NeuralNovel,Fine-tuned,7.0,7–<15B
NeuralNovel/Valor-7B-v0.1,NeuralNovel,Fine-tuned,7.0,7–<15B
Neuronovo/neuronovo-7B-v0.1,Neuronovo,Chat/post-trained,7.0,7–<15B
Neuronovo/neuronovo-7B-v0.2,Neuronovo,Chat/post-trained,8.0,7–<15B
Neuronovo/neuronovo-7B-v0.3,Neuronovo,Chat/post-trained,8.0,7–<15B
Neuronovo/neuronovo-9B-v0.4,Neuronovo,Chat/post-trained,8.0,7–<15B
NeverSleep/CausalLM-RP-34B,NeverSleep,Fine-tuned,34.0,15–<40B
NeverSleep/Llama-3-Lumimaid-70B-v0.1,NeverSleep,Fine-tuned,70.0,≥40B
NeverSleep/Llama-3-Lumimaid-70B-v0.1-alt,NeverSleep,Fine-tuned,70.0,≥40B
NeverSleep/Llama-3-Lumimaid-8B-v0.1,NeverSleep,Fine-tuned,8.0,7–<15B
NeverSleep/Llama-3-Lumimaid-8B-v0.1-OAS,NeverSleep,Fine-tuned,8.0,7–<15B
NeverSleep/MiquMaid-v1-70B,NeverSleep,Fine-tuned,70.0,≥40B
NeverSleep/MiquMaid-v2-70B,NeverSleep,Fine-tuned,68.0,≥40B
NeverSleep/Mistral-11B-SynthIAirOmniMix,NeverSleep,Fine-tuned,10.0,7–<15B
NeverSleep/Noromaid-13b-v0.2,NeverSleep,Fine-tuned,13.0,7–<15B
NeverSleep/Noromaid-13b-v0.3,NeverSleep,Fine-tuned,13.0,7–<15B
NeverSleep/Noromaid-7B-0.4-DPO,NeverSleep,Fine-tuned,7.0,7–<15B
NeverSleep/Noromaid-7b-v0.1.1,NeverSleep,Fine-tuned,7.0,7–<15B
NeverSleep/Noromaid-7b-v0.2,NeverSleep,Fine-tuned,7.0,7–<15B
NeverSleep/Noromaid-v0.4-Mixtral-Instruct-8x7b-Zloss,NeverSleep,Fine-tuned,46.0,≥40B
NewstaR/Koss-7B-chat,NewstaR,Fine-tuned,7.0,7–<15B
NewstaR/Morningstar-13b-hf,NewstaR,Fine-tuned,13.0,7–<15B
NewstaR/Starlight-13B,NewstaR,Fine-tuned,13.0,7–<15B
NewstaR/Starlight-7B,NewstaR,Fine-tuned,7.0,7–<15B
Nexusflow/NexusRaven-V2-13B,Nexusflow,Fine-tuned,13.0,7–<15B
Nexusflow/Starling-LM-7B-beta,Nexusflow,Chat/post-trained,7.0,7–<15B
Nhoodie/Meta-Llama-3-8B-Uninstruct-function-calling-json-mode-model_stock-v0.1,Nhoodie,Merged,8.0,7–<15B
Nhoodie/llama-3-sqrt-crocodile-v0.0A,Nhoodie,Merged,13.0,7–<15B
NickyNicky/Mistral-7B-OpenOrca-oasst_top1_2023-08-25-v2,NickyNicky,Fine-tuned,7.0,7–<15B
NickyNicky/Mistral-7B-OpenOrca-oasst_top1_2023-08-25-v3,NickyNicky,Fine-tuned,7.0,7–<15B
Nitral-AI/Eris_PrimeV3.05-Vision-7B,Nitral-AI,Merged,7.0,7–<15B
Nitral-AI/Eris_PrimeV3.075-Vision-7B,Nitral-AI,Merged,7.0,7–<15B
Nitral-AI/Eris_PrimeV4-Vision-7B,Nitral-AI,Merged,7.0,7–<15B
Nitral-AI/Eris_PrimeV4.20-Vision-32k-7B,Nitral-AI,Merged,7.0,7–<15B
Nitral-AI/KukulStanta-7B,Nitral-AI,Merged,7.0,7–<15B
Nitral-AI/LNSM-RP-7B,Nitral-AI,Fine-tuned,7.0,7–<15B
Nitral-AI/Lelanta-lake-7b,Nitral-AI,Fine-tuned,7.0,7–<15B
Nitral-AI/Mika-Lelantacles-7b-Longtext,Nitral-AI,Fine-tuned,7.0,7–<15B
