repo,family
open-llm-leaderboard-old/details_Josephgflowers__Qllama-.5B-Base-Wiki-Chat-RAG,Josephgflowers
open-llm-leaderboard-old/details_JaeyeonKang__CCK_Gony_v0.1,JaeyeonKang
open-llm-leaderboard-old/details_Josephgflowers__Qllama-.5B-RAG-1,Josephgflowers
open-llm-leaderboard-old/details_Josephgflowers__Qllama-tiny-.5B-test-1,Josephgflowers
open-llm-leaderboard-old/details_Joseph717171__Genstruct-10.7B,Joseph717171
open-llm-leaderboard-old/details_Joseph717171__Mistral-10.7B-v0.2,Joseph717171
open-llm-leaderboard-old/details_Joseph717171__SOLAR-19.2B-Instruct-v1.0,Joseph717171
open-llm-leaderboard-old/details_Josephgflowers__160M-TinyLLama-Mini-Cinder,Josephgflowers
open-llm-leaderboard-old/details_Josephgflowers__TinyLlama-Cinder-Agent-Rag,Josephgflowers
open-llm-leaderboard-old/details_Joseph717171__Tess-10.7B-v2.0,Joseph717171
open-llm-leaderboard-old/details_Josephgflowers__TinyLlama-Cinder-Agent-v1,Josephgflowers
open-llm-leaderboard-old/details_Josephgflowers__TinyLlama-Cinder-Math-Train,Josephgflowers
open-llm-leaderboard-old/details_Josephgflowers__TinyLlama-Cinder-Tiny-Agent,Josephgflowers
open-llm-leaderboard-old/details_Josephgflowers__Cinder-Phi-2-V1-F16-gguf,Josephgflowers
open-llm-leaderboard-old/details_Josephgflowers__Cinder-Phi-2-Test-1,Josephgflowers
open-llm-leaderboard-old/details_Josephgflowers__GPT2-774M-CINDER-SHOW-MULTI-CHAT,Josephgflowers
open-llm-leaderboard-old/details_Josephgflowers__3BigReasonCinder,Josephgflowers
open-llm-leaderboard-old/details_Josephgflowers__Cinder-Phi-2-STEM-2.94B-Test,Josephgflowers
open-llm-leaderboard-old/details_Josephgflowers__Cinder-1.3B-Test,Josephgflowers
open-llm-leaderboard-old/details_Josephgflowers__TinyLlama-3T-Cinder-v1.2,Josephgflowers
open-llm-leaderboard-old/details_Josephgflowers__TinyLlama-3T-Cinder-v1.1,Josephgflowers
open-llm-leaderboard-old/details_Josephgflowers__TinyLlama-3T-Cinder-v1,Josephgflowers
open-llm-leaderboard-old/details_Josephgflowers__TinyLlama-748M-Reason-With-Cinder-Test-2,Josephgflowers
open-llm-leaderboard-old/details_Josephgflowers__TinyLlama-Cinder-1.3B-Test.2,Josephgflowers
open-llm-leaderboard-old/details_Josephgflowers__TinyLlama-3T-Cinder-v1.3,Josephgflowers
open-llm-leaderboard-old/details_Josephgflowers__Tinyllama-1.5B-Cinder-Test-1,Josephgflowers
open-llm-leaderboard-old/details_Josephgflowers__Tinyllama-1.5B-Cinder-Test-3,Josephgflowers
open-llm-leaderboard-old/details_Josephgflowers__Tinyllama-1.5B-Cinder-Test-4,Josephgflowers
open-llm-leaderboard-old/details_Josephgflowers__Tinyllama-1.5B-Cinder-Test-5,Josephgflowers
open-llm-leaderboard-old/details_JosephusCheung__Pwen-VL-Chat-20_30,JosephusCheung
open-llm-leaderboard-old/details_Josephgflowers__Tinyllama-1.3B-Cinder-Reason-Test-2,Josephgflowers
open-llm-leaderboard-old/details_Josephgflowers__Tinyllama-616M-Cinder,Josephgflowers
open-llm-leaderboard-old/details_Josephgflowers__Tinyllama-1.5B-Cinder-Test-2,Josephgflowers
open-llm-leaderboard-old/details_JosephusCheung__Qwen-VL-LLaMAfied-7B-Chat,JosephusCheung
open-llm-leaderboard-old/details_Josephgflowers__Tinyllama-Cinder-1.3B-Reason-Test,Josephgflowers
open-llm-leaderboard-old/details_Josephgflowers__Tinyllama-320M-Cinder-v1,Josephgflowers
open-llm-leaderboard-old/details_Josephgflowers__distillgpt2Cinder,Josephgflowers
open-llm-leaderboard-old/details_Josephgflowers__Tinyllama-Cinder-1.3B-Reason-Test.2,Josephgflowers
open-llm-leaderboard-old/details_Josephgflowers__Tinyllama-616M-Cinder-DPO-With-GGUF,Josephgflowers
open-llm-leaderboard-old/details_Josephgflowers__Tinyllama-1.5B-Cinder-Test-6,Josephgflowers
open-llm-leaderboard-old/details_JosephusCheung__Qwen-LLaMAfied-7B-Chat,JosephusCheung
open-llm-leaderboard-old/details_Josephgflowers__tinyllama-730M-test,Josephgflowers
open-llm-leaderboard-old/details_Josephgflowers__Tinyllama-1.3B-Cinder-Reason-Test,Josephgflowers
open-llm-leaderboard-old/details_JosephusCheung__LL7M,JosephusCheung
open-llm-leaderboard-old/details_JosephusCheung__Pwen-14B-Chat-20_30,JosephusCheung
open-llm-leaderboard-old/details_JosephusCheung__Yee-34B-200K-Chat,JosephusCheung
open-llm-leaderboard-old/details_JunchengXie__Mistral-7B-Instruct-v0.2-gpt-4-80k-base_lora,JunchengXie
open-llm-leaderboard-old/details_JunchengXie__Mistral-7B-Instruct-v0.1-gpt-4-80k-base_lora,JunchengXie
open-llm-leaderboard-old/details_JosephusCheung__Pwen-7B-Chat-20_30,JosephusCheung
open-llm-leaderboard-old/details_JunchengXie__Mistral-7B-v0.1-gpt-4-60k,JunchengXie
open-llm-leaderboard-old/details_JunchengXie__Mistral-7B-v0.1-gpt-4-20k,JunchengXie
open-llm-leaderboard-old/details_JunchengXie__Mistral-7B-v0.1-gpt-4-40k,JunchengXie
open-llm-leaderboard-old/details_JunchengXie__Mistral-7B-v0.1-raw-80k,JunchengXie
open-llm-leaderboard-old/details_JunchengXie__Starling-LM-7B-alpha-gpt-4-80k,JunchengXie
open-llm-leaderboard-old/details_JunchengXie__Mistral-7B-Instruct-v0.2-gpt-4-80k,JunchengXie
open-llm-leaderboard-old/details_JunchengXie__Llama-2-13b-chat-hf-gpt-4-80k-base_lora,JunchengXie
open-llm-leaderboard-old/details_KKare__Misgit-7B-slerp,KKare
open-llm-leaderboard-old/details_Kearm__94909a799eefebebc2734491449fb3ef,Kearm
open-llm-leaderboard-old/details_Juniplayground__Mist_LLaMA-2-7B-1024_V3,Juniplayground
open-llm-leaderboard-old/details_JunchengXie__zephyr-7b-beta-gpt-4-80k,JunchengXie
open-llm-leaderboard-old/details_Kabster__Bio-Mistralv2-Squared,Kabster
open-llm-leaderboard-old/details_Kabster__BioMistral-MedicalQA-FT,Kabster
open-llm-leaderboard-old/details_Kabster__BioMistral-Zephyr-Beta-SLERP,Kabster
open-llm-leaderboard-old/details_KaeriJenti__kaori-34b-v4,KaeriJenti
open-llm-leaderboard-old/details_KaeriJenti__kaori-34b-v3,KaeriJenti
open-llm-leaderboard-old/details_Karko__Proctora,Karko
open-llm-leaderboard-old/details_KaeriJenti__kaori-70b-v1,KaeriJenti
open-llm-leaderboard-old/details_KeyonZeng__lion-gemma-2b,KeyonZeng
open-llm-leaderboard-old/details_KatyTheCutie__LemonadeRP-4.5.3,KatyTheCutie
open-llm-leaderboard-old/details_KatyTheCutie__EstopianMaid-13B,KatyTheCutie
open-llm-leaderboard-old/details_KingNish__CodeMaster-v1-7b,KingNish
open-llm-leaderboard-old/details_KeyonZeng__lion-gemma-7b-cn,KeyonZeng
open-llm-leaderboard-old/details_KaeriJenti__Kaori-34B-v1,KaeriJenti
open-llm-leaderboard-old/details_KingNish__KingNish-Llama3-8b,KingNish
open-llm-leaderboard-old/details_KingNish__CodeMaster-v1-9b,KingNish
open-llm-leaderboard-old/details_KingNish__Llama3-12b,KingNish
open-llm-leaderboard-old/details_KeyonZeng__lion-gemma-7b-cn-v2,KeyonZeng
open-llm-leaderboard-old/details_Knobi3__EvoMerge1,Knobi3
open-llm-leaderboard-old/details_KingNish__tinyllama,KingNish
open-llm-leaderboard-old/details_KaeriJenti__Kaori-34b-v2,KaeriJenti
open-llm-leaderboard-old/details_KeyonZeng__lion-llama3-8b,KeyonZeng
open-llm-leaderboard-old/details_KeyonZeng__philion-2,KeyonZeng
open-llm-leaderboard-old/details_KnutJaegersberg__Deita-34b,KnutJaegersberg
open-llm-leaderboard-old/details_KeyonZeng__lion-zephyr-7b,KeyonZeng
open-llm-leaderboard-old/details_Kiddyz__testlm-1,Kiddyz
open-llm-leaderboard-old/details_Kiddyz__testlm-1-1,Kiddyz
open-llm-leaderboard-old/details_Kiddyz__testlm-3,Kiddyz
open-llm-leaderboard-old/details_KnutJaegersberg__Deita-500m,KnutJaegersberg
open-llm-leaderboard-old/details_KnutJaegersberg__Deacon-1b,KnutJaegersberg
open-llm-leaderboard-old/details_Kiddyz__testlm2,Kiddyz
open-llm-leaderboard-old/details_KnutJaegersberg__Deacon-1_8b,KnutJaegersberg
open-llm-leaderboard-old/details_KnutJaegersberg__CausalLM-Platypus-14B,KnutJaegersberg
open-llm-leaderboard-old/details_KnutJaegersberg__Deacon-20B,KnutJaegersberg
open-llm-leaderboard-old/details_KnutJaegersberg__Deacon-34b-qlora-adapter,KnutJaegersberg
open-llm-leaderboard-old/details_KnutJaegersberg__Deacon-34b-Adapter,KnutJaegersberg
open-llm-leaderboard-old/details_KnutJaegersberg__Deita-20b,KnutJaegersberg
open-llm-leaderboard-old/details_KnutJaegersberg__Deita-2b,KnutJaegersberg
open-llm-leaderboard-old/details_KnutJaegersberg__RWKV-4-PilePlus-1B5-20230520-2942-486Gtokens-ctx4096,KnutJaegersberg
open-llm-leaderboard-old/details_KnutJaegersberg__Deita-32b,KnutJaegersberg
open-llm-leaderboard-old/details_KnutJaegersberg__Deita-1_8B,KnutJaegersberg
open-llm-leaderboard-old/details_KnutJaegersberg__RWKV-4-PilePlus-169M-20230520-done-ctx4096,KnutJaegersberg
open-llm-leaderboard-old/details_KnutJaegersberg__Deita-4b,KnutJaegersberg
open-llm-leaderboard-old/details_KnutJaegersberg__RWKV-4-PilePlus-430M-20230520-6162-1018Gtokens-ctx4098,KnutJaegersberg
open-llm-leaderboard-old/details_KnutJaegersberg__Galpaca-30b-MiniOrca,KnutJaegersberg
open-llm-leaderboard-old/details_KnutJaegersberg__Qwen-14B-Llamafied,KnutJaegersberg
open-llm-leaderboard-old/details_KnutJaegersberg__Qwen-1_8B-Chat-llama,KnutJaegersberg
open-llm-leaderboard-old/details_KnutJaegersberg__Qwen-1_8B-Llamafied,KnutJaegersberg
open-llm-leaderboard-old/details_KnutJaegersberg__Nanbeige-16B-Base-32K-llama,KnutJaegersberg
open-llm-leaderboard-old/details_KnutJaegersberg__LLongMA-3b-LIMA,KnutJaegersberg
open-llm-leaderboard-old/details_KnutJaegersberg__Walter-Falcon-1B,KnutJaegersberg
open-llm-leaderboard-old/details_KnutJaegersberg__Qwen-1_8b-EverythingLM,KnutJaegersberg
open-llm-leaderboard-old/details_KnutJaegersberg__Walter-Llama-1B,KnutJaegersberg
open-llm-leaderboard-old/details_KnutJaegersberg__MistralInstructLongish,KnutJaegersberg
open-llm-leaderboard-old/details_KnutJaegersberg__gpt2-chatbot,KnutJaegersberg
open-llm-leaderboard-old/details_KnutJaegersberg__RWKV-pileplus-1B5-evol_instruct_v2,KnutJaegersberg
open-llm-leaderboard-old/details_KnutJaegersberg__megatron-gpt2-345m-evol_instruct_v2,KnutJaegersberg
open-llm-leaderboard-old/details_KnutJaegersberg__Walter-Mistral-7B,KnutJaegersberg
open-llm-leaderboard-old/details_KnutJaegersberg__Walter-SOLAR-11B,KnutJaegersberg
open-llm-leaderboard-old/details_KnutJaegersberg__black_goo_recipe_a,KnutJaegersberg
open-llm-leaderboard-old/details_KnutJaegersberg__YaYi-30b-EverythingLM,KnutJaegersberg
open-llm-leaderboard-old/details_KnutJaegersberg__falcon-1b-t-sft,KnutJaegersberg
open-llm-leaderboard-old/details_KnutJaegersberg__black_goo_recipe_d,KnutJaegersberg
open-llm-leaderboard-old/details_KnutJaegersberg__black_goo_recipe_b,KnutJaegersberg
open-llm-leaderboard-old/details_KnutJaegersberg__black_goo_recipe_c,KnutJaegersberg
open-llm-leaderboard-old/details_KnutJaegersberg__Deita-Qwen-1_8B,KnutJaegersberg
open-llm-leaderboard-old/details_KnutJaegersberg__galactica-orca-wizardlm-1.3b,KnutJaegersberg
open-llm-leaderboard-old/details_KnutJaegersberg__deacon-3b,KnutJaegersberg
open-llm-leaderboard-old/details_KnutJaegersberg__deacon-13b,KnutJaegersberg
open-llm-leaderboard-old/details_KnutJaegersberg__megatron-GPT-2-345m-EvolInstruct,KnutJaegersberg
open-llm-leaderboard-old/details_KoboldAI__Mistral-7B-Erebus-v3,KoboldAI
open-llm-leaderboard-old/details_KnutJaegersberg__openllama_3b_EvolInstruct_lora_merged,KnutJaegersberg
open-llm-leaderboard-old/details_KoboldAI__Mixtral-8x7B-Holodeck-v1,KoboldAI
open-llm-leaderboard-old/details_KoboldAI__OPT-13B-Erebus,KoboldAI
open-llm-leaderboard-old/details_KoboldAI__OPT-13B-Nerybus-Mix,KoboldAI
open-llm-leaderboard-old/details_KoboldAI__OPT-13B-Nerys-v2,KoboldAI
open-llm-leaderboard-old/details_KoboldAI__OPT-2.7B-Erebus,KoboldAI
open-llm-leaderboard-old/details_KnutJaegersberg__internlm-20b-llamafied,KnutJaegersberg
open-llm-leaderboard-old/details_KoboldAI__OPT-2.7B-Nerybus-Mix,KoboldAI
open-llm-leaderboard-old/details_KoboldAI__OPT-2.7B-Nerys-v2,KoboldAI
open-llm-leaderboard-old/details_KoboldAI__OPT-350M-Erebus,KoboldAI
open-llm-leaderboard-old/details_KoboldAI__OPT-30B-Erebus,KoboldAI
open-llm-leaderboard-old/details_KoboldAI__OPT-6.7B-Erebus,KoboldAI
open-llm-leaderboard-old/details_KoboldAI__OPT-6.7B-Nerybus-Mix,KoboldAI
open-llm-leaderboard-old/details_KoboldAI__OPT-6B-nerys-v2,KoboldAI
open-llm-leaderboard-old/details_KoboldAI__PPO_Pygway-6b-Mix,KoboldAI
open-llm-leaderboard-old/details_KoboldAI__fairseq-dense-125M,KoboldAI
open-llm-leaderboard-old/details_KoboldAI__fairseq-dense-2.7B,KoboldAI
open-llm-leaderboard-old/details_KnutJaegersberg__platypus-1_8b,KnutJaegersberg
open-llm-leaderboard-old/details_KoboldAI__fairseq-dense-355M,KoboldAI
open-llm-leaderboard-old/details_KoboldAI__GPT-J-6B-Janeway,KoboldAI
open-llm-leaderboard-old/details_KnutJaegersberg__webMistral-7B,KnutJaegersberg
open-llm-leaderboard-old/details_KoboldAI__fairseq-dense-6.7B,KoboldAI
open-llm-leaderboard-old/details_KnutJaegersberg__internlm-20b-llama,KnutJaegersberg
open-llm-leaderboard-old/details_Korabbit__Llama-2-7b-chat-hf-afr-100step-flan,Korabbit
open-llm-leaderboard-old/details_Korabbit__Llama-2-7b-chat-hf-afr-100step-flan-v2,Korabbit
open-llm-leaderboard-old/details_Korabbit__Llama-2-7b-chat-hf-afr-100step-v2,Korabbit
open-llm-leaderboard-old/details_Korabbit__Llama-2-7b-chat-hf-afr-200step-flan,Korabbit
open-llm-leaderboard-old/details_Korabbit__Llama-2-7b-chat-hf-afr-200step-v2,Korabbit
open-llm-leaderboard-old/details_Korabbit__Llama-2-7b-chat-hf-afr-300step-flan-v2,Korabbit
open-llm-leaderboard-old/details_Korabbit__Llama-2-7b-chat-hf-afr-200step-flan-v2,Korabbit
open-llm-leaderboard-old/details_Korabbit__Llama-2-7b-chat-hf-afr-441step-flan-v2,Korabbit
open-llm-leaderboard-old/details_Kquant03__Buttercup-4x7B-bf16,Kquant03
open-llm-leaderboard-old/details_Kquant03__BurningBruce-SOLAR-8x10.7B-bf16,Kquant03
open-llm-leaderboard-old/details_Kquant03__Buttercup-V2-bf16,Kquant03
open-llm-leaderboard-old/details_Kquant03__Azathoth-16x7B-bf16,Kquant03
open-llm-leaderboard-old/details_Kquant03__Buttercup-V2-laser,Kquant03
open-llm-leaderboard-old/details_Kquant03__CognitiveFusion-4x7B-bf16-MoE,Kquant03
open-llm-leaderboard-old/details_Kquant03__CognitiveFusion2-4x7B-BF16,Kquant03
open-llm-leaderboard-old/details_Kquant03__DolphinHermesPro-ModelStock,Kquant03
open-llm-leaderboard-old/details_Kquant03__Eukaryote-8x7B-bf16,Kquant03
open-llm-leaderboard-old/details_Kquant03__Cognito-2x7B-bf16,Kquant03
open-llm-leaderboard-old/details_Kquant03__FrankenDPO-4x7B-bf16,Kquant03
open-llm-leaderboard-old/details_KoboldAI__GPT-J-6B-Shinen,KoboldAI
open-llm-leaderboard-old/details_Kquant03__Hippolyta-7B-bf16,Kquant03
open-llm-leaderboard-old/details_Kquant03__Medusa-7B-bf16,Kquant03
open-llm-leaderboard-old/details_Kquant03__NeuralTrix-7B-dpo-laser,Kquant03
open-llm-leaderboard-old/details_Kquant03__Nanashi-2x7B-bf16,Kquant03
open-llm-leaderboard-old/details_Kquant03__NeuralTrix-7B-dpo-relaser,Kquant03
open-llm-leaderboard-old/details_Kquant03__Raiden-16x3.43B,Kquant03
open-llm-leaderboard-old/details_Kquant03__Ryu-4x7B-MoE-bf16,Kquant03
open-llm-leaderboard-old/details_KoboldAI__GPT-J-6B-Skein,KoboldAI
open-llm-leaderboard-old/details_KoboldAI__GPT-J-6B-Adventure,KoboldAI
open-llm-leaderboard-old/details_KoboldAI__GPT-NeoX-20B-Erebus,KoboldAI
open-llm-leaderboard-old/details_KoboldAI__LLaMA2-13B-Psyfighter2,KoboldAI
open-llm-leaderboard-old/details_KoboldAI__LLaMA2-13B-Tiefighter,KoboldAI
open-llm-leaderboard-old/details_Kukedlc__LLama-3-8b-Maths,Kukedlc
open-llm-leaderboard-old/details_KoboldAI__GPT-NeoX-20B-Skein,KoboldAI
open-llm-leaderboard-old/details_KoboldAI__LLaMA2-13B-Estopia,KoboldAI
open-llm-leaderboard-old/details_KoboldAI__Mistral-7B-Holodeck-1,KoboldAI
open-llm-leaderboard-old/details_Kquant03__Samlagast-7B-bf16,Kquant03
open-llm-leaderboard-old/details_Kquant03__Samlagast-7B-laser-bf16,Kquant03
open-llm-leaderboard-old/details_Kquant03__Prokaryote-8x7B-bf16,Kquant03
open-llm-leaderboard-old/details_Kukedlc__Brocae-Area-7B-slerp,Kukedlc
open-llm-leaderboard-old/details_Kukedlc__FrankeMerge-12.5B,Kukedlc
open-llm-leaderboard-old/details_Kquant03__Kaltsit-16x7B-bf16,Kquant03
open-llm-leaderboard-old/details_Kukedlc__MyModelsMerge-7b,Kukedlc
open-llm-leaderboard-old/details_Kukedlc__Fasciculus-Arcuatus-7B-slerp,Kukedlc
open-llm-leaderboard-old/details_Kukedlc__NeoCortex-7B-slerp,Kukedlc
open-llm-leaderboard-old/details_Kukedlc__Jupiter-k-7B-slerp,Kukedlc
open-llm-leaderboard-old/details_Kukedlc__Neural-4-ARC-7b,Kukedlc
open-llm-leaderboard-old/details_Kukedlc__Neural-4-QA-7b,Kukedlc
open-llm-leaderboard-old/details_Kukedlc__Neural-Cosmic-Boy-7B-slerp,Kukedlc
open-llm-leaderboard-old/details_Kukedlc__Neural-4-Maths-7b,Kukedlc
open-llm-leaderboard-old/details_Kukedlc__NeuTrixOmniBe-DPO,Kukedlc
open-llm-leaderboard-old/details_Kukedlc__NeuTrixOmniBe-7B-model-remix,Kukedlc
open-llm-leaderboard-old/details_Kukedlc__Neural-Krishna-Multiverse-7b,Kukedlc
open-llm-leaderboard-old/details_Kukedlc__Neural-Krishna-Multiverse-7b-v2,Kukedlc
open-llm-leaderboard-old/details_Kukedlc__NeuralLLaMa-3-8b-DT-v0.1,Kukedlc
open-llm-leaderboard-old/details_Kukedlc__Neural-Krishna-Multiverse-7b-v3,Kukedlc
open-llm-leaderboard-old/details_Kukedlc__NeuralLLaMa-3-8b-ORPO-v0.3,Kukedlc
open-llm-leaderboard-old/details_Kukedlc__NeuralContamination-7B-ties,Kukedlc
open-llm-leaderboard-old/details_Kukedlc__NeuralArjuna-7B-DT,Kukedlc
open-llm-leaderboard-old/details_Kukedlc__NeuralExperiment-7b-MagicCoder-v7.5,Kukedlc
open-llm-leaderboard-old/details_Kukedlc__Neural4gsm8k,Kukedlc
open-llm-leaderboard-old/details_Kukedlc__NeuralExperiment-7b-dare-ties,Kukedlc
open-llm-leaderboard-old/details_Kukedlc__NeuralGanesha-7b,Kukedlc
open-llm-leaderboard-old/details_Kukedlc__NeuralFusion-7b-Dare-Ties,Kukedlc
open-llm-leaderboard-old/details_Kukedlc__NeuralMiLLaMa-8B-slerp,Kukedlc
open-llm-leaderboard-old/details_Kukedlc__NeuralKrishna-7B-V2-DPO,Kukedlc
open-llm-leaderboard-old/details_Kukedlc__NeuralKrishna-7B-slerp,Kukedlc
open-llm-leaderboard-old/details_Kukedlc__NeuralKrishna-7B-v3,Kukedlc
open-llm-leaderboard-old/details_Kukedlc__Smart-LLaMa-3-8b-Python-v4,Kukedlc
open-llm-leaderboard-old/details_Kukedlc__NeuralKuke-4-All-7b,Kukedlc
open-llm-leaderboard-old/details_Kukedlc__Smart-LLama-3-8b-Python-v5,Kukedlc
open-llm-leaderboard-old/details_Kukedlc__NeuralKrishnaMath-7B-slerp,Kukedlc
open-llm-leaderboard-old/details_Kukedlc__NeuralKukedlc-7B-Labonned,Kukedlc
open-llm-leaderboard-old/details_Kukedlc__NeuralMarioMonarch-7B-slerp,Kukedlc
open-llm-leaderboard-old/details_Kukedlc__NeuralMaths-Experiment-7b,Kukedlc
open-llm-leaderboard-old/details_Kukedlc__NeuralMaxime-7B-slerp,Kukedlc
open-llm-leaderboard-old/details_Kukedlc__NeuralSynthesis-7b-v0.4-slerp,Kukedlc
open-llm-leaderboard-old/details_Kukedlc__NeuralSynthesis-7B-v0.1,Kukedlc
open-llm-leaderboard-old/details_Kukedlc__NeuralSynthesis-7B-v0.3,Kukedlc
open-llm-leaderboard-old/details_Kukedlc__NeuralSirKrishna-7b,Kukedlc
open-llm-leaderboard-old/details_Kukedlc__NeuralSynthesis-7B-v0.2,Kukedlc
open-llm-leaderboard-old/details_Kukedlc__NeuralStockFusion-7b,Kukedlc
open-llm-leaderboard-old/details_Kukedlc__SmartLlama-3-8B-MS-v0.1,Kukedlc
open-llm-leaderboard-old/details_Kukedlc__SuperMente-7B-v4,Kukedlc
open-llm-leaderboard-old/details_Kukedlc__neuronal-7b-Mlab,Kukedlc
open-llm-leaderboard-old/details_Kunhao__pile-7b,Kunhao
open-llm-leaderboard-old/details_Kukedlc__NeuralMergeTest-001,Kukedlc
open-llm-leaderboard-old/details_Kunhao__pile-7b-250b-tokens,Kunhao
open-llm-leaderboard-old/details_Kukedlc__Ramakrishna-7b-v3,Kukedlc
open-llm-leaderboard-old/details_L-R__LLmRa-1.3B_V2,L-R
open-llm-leaderboard-old/details_L-R__LLmRa-2.7B,L-R
open-llm-leaderboard-old/details_L-R__LLmRA-3B-v0.1,L-R
open-llm-leaderboard-old/details_LHC88__DPOpenHermes-7B-v2-PerfLaser,LHC88
open-llm-leaderboard-old/details_LLM360__Amber,LLM360
open-llm-leaderboard-old/details_LLM360__AmberChat,LLM360
open-llm-leaderboard-old/details_LLM360__K2,LLM360
open-llm-leaderboard-old/details_LLMNewbie__vic_critT_20pr,LLMNewbie
open-llm-leaderboard-old/details_LHC88__LaseredHermes-7B-v1,LHC88
open-llm-leaderboard-old/details_LLMs__AlpacaGPT4-7B-elina,LLMs
open-llm-leaderboard-old/details_LLMs__WizardLM-13B-V1.0,LLMs
open-llm-leaderboard-old/details_LLMs__WizardLM-30B-V1.0,LLMs
open-llm-leaderboard-old/details_Lambent__danube2-upscale-1.7,Lambent
open-llm-leaderboard-old/details_Lambent__threebird-7B,Lambent
open-llm-leaderboard-old/details_L-R__LLmRa-1.3B,L-R
open-llm-leaderboard-old/details_Langboat__Mengzi3-13B-Base,Langboat
open-llm-leaderboard-old/details_LTC-AI-Labs__Guanaco-Vicuna-7B-L2,LTC-AI-Labs
open-llm-leaderboard-old/details_LDCC__LDCC-SOLAR-10.7B,LDCC
open-llm-leaderboard-old/details_LTC-AI-Labs__L2-7b-Base-WVG-Uncensored,LTC-AI-Labs
open-llm-leaderboard-old/details_LTC-AI-Labs__L2-7b-Base-test-WVG,LTC-AI-Labs
open-llm-leaderboard-old/details_LTC-AI-Labs__L2-7b-Beluga-WVG-Test,LTC-AI-Labs
open-llm-leaderboard-old/details_LTC-AI-Labs__L2-7b-Synthia-WVG-Test,LTC-AI-Labs
open-llm-leaderboard-old/details_Lajonbot__Llama-2-13b-hf-instruct-pl-lora_unload,Lajonbot
