repo,model_name,model_type,weight_type,precision,params_B,source_field:Type
open-llm-leaderboard-old/details_DeepMount00__Mistral-RAG,DeepMount00__Mistral-RAG,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DeepMount00__Phi-3-Large-5.6b,DeepMount00__Phi-3-Large-5.6b,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,5,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DeepMount00__Phi-3-Mini-4K-Boost,DeepMount00__Phi-3-Mini-4K-Boost,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,3,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DeepMount00__Phi-3-Mini-4K-Boost_v2,DeepMount00__Phi-3-Mini-4K-Boost_v2,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,3,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DeepMount00__phi_3,DeepMount00__phi_3,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,3,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Delcos__Mistral-Pygmalion-7b,Delcos__Mistral-Pygmalion-7b,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Delcos__Starling-LM-11B-alpha,Delcos__Starling-LM-11B-alpha,🔶 fine-tuned on domain-specific datasets,Original,float16,11,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Delcos__Velara,Delcos__Velara,🔶 fine-tuned on domain-specific datasets,Original,float16,11,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Delcos__Velara-11B-V2,Delcos__Velara-11B-V2,🔶 fine-tuned on domain-specific datasets,Original,float16,11,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Delcos__Velara-11B-v3,Delcos__Velara-11B-v3,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,11,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DenLabs__llama-3-7B-DenBot,DenLabs__llama-3-7B-DenBot,🔶 fine-tuned on domain-specific datasets,Original,4bit,8,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DenisTheDev__Blitz-AI-MOE-v0.4,DenisTheDev__Blitz-AI-MOE-v0.4,🤝 base merges and moerges,Original,bfloat16,18,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DenisTheDev__Blitz-AI-MOE-v0.7,DenisTheDev__Blitz-AI-MOE-v0.7,🤝 base merges and moerges,Original,bfloat16,18,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DevaMalla__llama-base-7b,DevaMalla__llama-base-7b,🟢 pretrained,Original,float16,6,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DevaMalla__llama7b_alpaca_1gpu_bf16,DevaMalla__llama7b_alpaca_1gpu_bf16,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,6,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DevaMalla__llama_7b_lora,DevaMalla__llama_7b_lora,🔶 fine-tuned on domain-specific datasets,Adapter,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DevaMalla__llama_7b_qlora,DevaMalla__llama_7b_qlora,🔶 fine-tuned on domain-specific datasets,Adapter,4bit,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DevaMalla__llama_7b_qlora_cds,DevaMalla__llama_7b_qlora_cds,🔶 fine-tuned on domain-specific datasets,Adapter,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DevaMalla__llama_7b_qlora_pds-eval,DevaMalla__llama_7b_qlora_pds-eval,🔶 fine-tuned on domain-specific datasets,Adapter,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Devio__test-22B,Devio__test-22B,🟢 pretrained,Original,bfloat16,21,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Devio__test-3b,Devio__test-3b,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,3,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DiscoResearch__DiscoLM-70b,DiscoResearch__DiscoLM-70b,🔶 fine-tuned on domain-specific datasets,Original,float16,68,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Doctor-Shotgun__CalliopeDS-L2-13B,Doctor-Shotgun__CalliopeDS-L2-13B,🔶 fine-tuned on domain-specific datasets,Original,float16,13,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Doctor-Shotgun__CalliopeDS-v2-L2-13B,Doctor-Shotgun__CalliopeDS-v2-L2-13B,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,13,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Doctor-Shotgun__mythospice-70b,Doctor-Shotgun__mythospice-70b,🔶 fine-tuned on domain-specific datasets,Original,float16,70,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Doctor-Shotgun__mythospice-limarp-70b,Doctor-Shotgun__mythospice-limarp-70b,🔶 fine-tuned on domain-specific datasets,Original,float16,70,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DopeorNope__COKAL-v1-70B,DopeorNope__COKAL-v1-70B,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,69,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DopeorNope__LaOT,DopeorNope__LaOT,🔶 fine-tuned on domain-specific datasets,Adapter,float16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DopeorNope__SOLARC-M-10.7B,DopeorNope__SOLARC-M-10.7B,🔶 fine-tuned on domain-specific datasets,Original,float16,10,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DopeorNope__SOLARC-MOE-10.7Bx4,DopeorNope__SOLARC-MOE-10.7Bx4,🔶 fine-tuned on domain-specific datasets,Original,float16,36,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DopeorNope__SOLARC-MOE-10.7Bx6,DopeorNope__SOLARC-MOE-10.7Bx6,🔶 fine-tuned on domain-specific datasets,Original,float16,53,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DopeorNope__You_can_cry_Snowman-13B,DopeorNope__You_can_cry_Snowman-13B,🔶 fine-tuned on domain-specific datasets,Original,float16,13,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DrNicefellow__ChatAllInOne-Yi-34B-200K-V1,DrNicefellow__ChatAllInOne-Yi-34B-200K-V1,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,34,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DrNicefellow__GPT-2-Large-115k-steps,DrNicefellow__GPT-2-Large-115k-steps,🟢 pretrained,Original,bfloat16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DrNicefellow__GPT-2-Large-20k-steps,DrNicefellow__GPT-2-Large-20k-steps,🟢 pretrained,Original,float16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DrNicefellow__GPT-2-Large-32k-steps,DrNicefellow__GPT-2-Large-32k-steps,🟢 pretrained,Original,float16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DrNicefellow__GPT-2-Large-40k-steps,DrNicefellow__GPT-2-Large-40k-steps,🟢 pretrained,Original,float16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DrNicefellow__GPT-2-Large-43k-steps,DrNicefellow__GPT-2-Large-43k-steps,🟢 pretrained,Original,float16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DrNicefellow__GPT-2-Large-51k-steps,DrNicefellow__GPT-2-Large-51k-steps,🟢 pretrained,Original,float16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DrNicefellow__Microscopic-Mistral-87k-steps,DrNicefellow__Microscopic-Mistral-87k-steps,🟢 pretrained,Original,float16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DrNicefellow__Mistral-1-from-Mixtral-8x7B-v0.1,DrNicefellow__Mistral-1-from-Mixtral-8x7B-v0.1,🟢 pretrained,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DrNicefellow__Mistral-2-from-Mixtral-8x7B-v0.1,DrNicefellow__Mistral-2-from-Mixtral-8x7B-v0.1,🟢 pretrained,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DrNicefellow__Mistral-3-from-Mixtral-8x7B-v0.1,DrNicefellow__Mistral-3-from-Mixtral-8x7B-v0.1,🟢 pretrained,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DrNicefellow__Mistral-4-from-Mixtral-8x7B-v0.1,DrNicefellow__Mistral-4-from-Mixtral-8x7B-v0.1,🟢 pretrained,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DrNicefellow__Mistral-5-from-Mixtral-8x7B-v0.1,DrNicefellow__Mistral-5-from-Mixtral-8x7B-v0.1,🟢 pretrained,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DrNicefellow__Mistral-6-from-Mixtral-8x7B-v0.1,DrNicefellow__Mistral-6-from-Mixtral-8x7B-v0.1,🟢 pretrained,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DrNicefellow__Mistral-7-from-Mixtral-8x7B-v0.1,DrNicefellow__Mistral-7-from-Mixtral-8x7B-v0.1,🟢 pretrained,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DrNicefellow__Mistral-8-from-Mixtral-8x7B-v0.1,DrNicefellow__Mistral-8-from-Mixtral-8x7B-v0.1,🟢 pretrained,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DrNicefellow__Mixtral-6x7B-Instruct-v0.1-bfloat16-Trimmed024567,DrNicefellow__Mixtral-6x7B-Instruct-v0.1-bfloat16-Trimmed024567,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,35,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DrNicefellow__gpt2-final,DrNicefellow__gpt2-final,🟢 pretrained,Original,float16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DreadPoor__BagelLake-7B-slerp,DreadPoor__BagelLake-7B-slerp,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DreadPoor__BagelToppyLake-7B-slerp,DreadPoor__BagelToppyLake-7B-slerp,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DreadPoor__Bageluccine-2-7B-slerp,DreadPoor__Bageluccine-2-7B-slerp,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DreadPoor__Bageluccine-7B-slerp,DreadPoor__Bageluccine-7B-slerp,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DreadPoor__CeramicMaiden-7B-Slerp,DreadPoor__CeramicMaiden-7B-Slerp,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DreadPoor__Cerberus-7B-Model_Stock,DreadPoor__Cerberus-7B-Model_Stock,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DreadPoor__Chimera-7B-TIES,DreadPoor__Chimera-7B-TIES,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DreadPoor__Chimera-7B-slerp,DreadPoor__Chimera-7B-slerp,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DreadPoor__Cognate-7B-slerp,DreadPoor__Cognate-7B-slerp,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DreadPoor__ComplectMaid-7B-slerp,DreadPoor__ComplectMaid-7B-slerp,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DreadPoor__Eros_n_Psyche-7B-Model_Stock,DreadPoor__Eros_n_Psyche-7B-Model_Stock,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DreadPoor__EveryNight-7B-slerp,DreadPoor__EveryNight-7B-slerp,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DreadPoor__FettuccineLake-DPO-7B-slerp,DreadPoor__FettuccineLake-DPO-7B-slerp,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DreadPoor__GoldenMaiden-7B-model_stock,DreadPoor__GoldenMaiden-7B-model_stock,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DreadPoor__Griffon-7B-Model_Stock,DreadPoor__Griffon-7B-Model_Stock,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DreadPoor__Harpy-7B-Model_Stock,DreadPoor__Harpy-7B-Model_Stock,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DreadPoor__IamSoTired-7B-slerp,DreadPoor__IamSoTired-7B-slerp,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DreadPoor__JustToSuffer-7B-slerp,DreadPoor__JustToSuffer-7B-slerp,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DreadPoor__Kindred-7B-slerp,DreadPoor__Kindred-7B-slerp,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DreadPoor__KunoMaid-7B-slerp,DreadPoor__KunoMaid-7B-slerp,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DreadPoor__Medes-7B,DreadPoor__Medes-7B,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DreadPoor__NewtoccineLake-slerp-7B,DreadPoor__NewtoccineLake-slerp-7B,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DreadPoor__Nynph-7B-Model_Stock,DreadPoor__Nynph-7B-Model_Stock,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DreadPoor__PAIN_LeDestroy-7B-task_arithmetic,DreadPoor__PAIN_LeDestroy-7B-task_arithmetic,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DreadPoor__RoyalMaid-7B-slerp,DreadPoor__RoyalMaid-7B-slerp,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DreadPoor__RoyalNoroichi-7B-slerp,DreadPoor__RoyalNoroichi-7B-slerp,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DreadPoor__Satyr-7B-Model_Stock,DreadPoor__Satyr-7B-Model_Stock,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DreadPoor__SilverMaiden-7B-slerp,DreadPoor__SilverMaiden-7B-slerp,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DreadPoor__Siren-7B-slerp,DreadPoor__Siren-7B-slerp,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DreadPoor__Sphinx-7B-Model_Stock,DreadPoor__Sphinx-7B-Model_Stock,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DreadPoor__ToppyEvil-7B-slerp,DreadPoor__ToppyEvil-7B-slerp,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DreadPoor__ToppyLake-7B-slerp,DreadPoor__ToppyLake-7B-slerp,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DreadPoor__ToppyLake-Bagel-7B-slerp,DreadPoor__ToppyLake-Bagel-7B-slerp,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DreadPoor__WestMonarchLasers-7B-slerp,DreadPoor__WestMonarchLasers-7B-slerp,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DreadPoor__Westuccine-7B-slerp,DreadPoor__Westuccine-7B-slerp,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DreadPoor__WestuccineBagel-7B-slerp,DreadPoor__WestuccineBagel-7B-slerp,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DreadPoor__WhyAreWeStillHere-7B-slerp,DreadPoor__WhyAreWeStillHere-7B-slerp,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DreadPoor__complect-7B-slerp,DreadPoor__complect-7B-slerp,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DreadPoor__connate-7B-slerp,DreadPoor__connate-7B-slerp,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_DreadPoor__iWillChangeTheNameLater,DreadPoor__iWillChangeTheNameLater,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_ENERGY-DRINK-LOVE__SOLAR_merge2_dpo,ENERGY-DRINK-LOVE__SOLAR_merge2_dpo,"💬 chat models (RLHF, DPO, IFT, ...)",Adapter,float16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Eang__Marcoro14-7B-slerp,Eang__Marcoro14-7B-slerp,🤝 base merges and moerges,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Edgerunners__Llama-3-8B-Instruct-ortho-baukit-toxic-n128-v3,Edgerunners__Llama-3-8B-Instruct-ortho-baukit-toxic-n128-v3,🔶 fine-tuned on domain-specific datasets,Original,float16,8,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Edgerunners__Llama-3-8B-Instruct-ortho-baukit-toxic-v2,Edgerunners__Llama-3-8B-Instruct-ortho-baukit-toxic-v2,🔶 fine-tuned on domain-specific datasets,Original,float16,8,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Edgerunners__meta-llama-3-8b-instruct-hf-ortho-baukit-10fail-1000total,Edgerunners__meta-llama-3-8b-instruct-hf-ortho-baukit-10fail-1000total,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,8,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Edgerunners__meta-llama-3-8b-instruct-hf-ortho-baukit-2fail-128total,Edgerunners__meta-llama-3-8b-instruct-hf-ortho-baukit-2fail-128total,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,8,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Edgerunners__meta-llama-3-8b-instruct-hf-ortho-baukit-5fail-3000total-bf16,Edgerunners__meta-llama-3-8b-instruct-hf-ortho-baukit-5fail-3000total-bf16,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,8,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Edgerunners__meta-llama-3-8b-instruct-hf-ortho-baukit-5fail-500total,Edgerunners__meta-llama-3-8b-instruct-hf-ortho-baukit-5fail-500total,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,8,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Edgerunners__yi-9b-may-ortho-baukit-13fail-3000total-bf16,Edgerunners__yi-9b-may-ortho-baukit-13fail-3000total-bf16,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,8,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Edgerunners__yi-9b-may-ortho-baukit-30fail-3000total-bf16,Edgerunners__yi-9b-may-ortho-baukit-30fail-3000total-bf16,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,8,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_Ejafa__vicuna_7B_vanilla_1.1,Ejafa__vicuna_7B_vanilla_1.1,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
